Country,date,finance_crypto_speculation_index,finance_real_estate_pressure_index,finance_macro_pressure_index,luxury_status_consumption_index,luxury_aesthetic_body_index,luxury_elite_mobility_index,crime_gun_violence_index,crime_organized_crime_index,crime_sexual_violence_index,crime_cybercrime_index,crime_violent_crime_index,social_migration_pressure_index,social_work_culture_index,social_corruption_index,social_dating_culture_index,social_identity_politics_index,social_vegan_lifestyle_index,environment_climate_concern_index,environment_energy_transition_index,environment_pollution_index,tech_digital_intelligence_index,tech_security_privacy_index,entertainment_streaming_consumption_index,entertainment_short_video_index,health_mental_health_index,health_healthcare_access_index,health_addiction_recovery_index,health_sleep_crisis_index,sports_body_image_index,sports_elite_spectator_sports_index
US,2021-12-26,1.5,0.0,2.0,4.5,8.0,1.0,0.0,1.0,24.0,13.0,15.5,1.5,12.0,3.0,13.5,0.0,1.0,0.0,2.0,0.5,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,8.5
US,2022-01-02,2.0,0.0,3.0,4.0,7.5,1.0,0.0,1.0,25.5,17.0,16.0,2.0,17.5,5.0,14.5,0.0,2.0,0.0,2.5,0.5,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0
US,2022-01-09,1.5,0.0,3.0,4.0,7.5,0.0,0.0,2.0,28.0,15.0,18.0,3.0,17.5,4.0,16.0,0.0,2.0,0.0,2.5,1.5,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,7.5
US,2022-01-16,1.5,0.0,3.0,4.0,7.5,0.0,0.0,2.0,24.5,13.5,15.0,2.5,15.5,5.0,16.5,0.0,2.0,0.0,2.5,1.5,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,6.5
US,2022-01-23,1.5,0.0,3.0,7.0,7.5,0.0,0.0,2.0,27.5,14.5,14.5,3.0,17.0,5.0,21.5,0.0,2.0,0.0,3.0,1.5,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0
US,2022-01-30,1.5,0.0,3.0,8.5,7.5,0.0,0.0,2.0,27.0,14.0,15.0,3.0,16.5,6.0,18.5,0.0,2.0,0.0,2.5,1.5,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0
US,2022-02-06,2.0,0.0,3.0,4.0,7.5,0.0,0.0,3.0,28.5,13.5,16.0,3.0,16.5,6.0,17.5,0.0,2.0,0.0,3.5,1.5,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,7.5
US,2022-02-13,1.5,0.0,3.0,4.0,7.0,1.0,0.0,3.0,27.0,16.5,14.5,3.0,16.0,6.0,18.5,0.0,2.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,9.5
US,2022-02-20,1.5,0.0,3.0,3.5,7.5,1.0,0.0,3.0,28.0,16.5,14.0,5.5,15.5,5.0,18.0,0.0,2.0,0.0,3.0,1.5,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0
US,2022-02-27,1.5,0.0,3.0,3.5,7.5,0.0,0.0,3.0,28.5,18.5,14.0,10.0,15.0,6.0,17.5,0.0,2.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0
US,2022-03-06,1.5,0.0,3.0,3.5,7.5,0.0,0.0,3.0,27.5,14.0,14.5,10.0,16.5,5.0,20.5,0.0,2.0,0.0,3.5,2.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,11.5
US,2022-03-13,1.5,0.0,3.0,3.5,7.5,0.0,0.0,3.0,32.5,15.0,16.5,8.5,15.0,5.0,19.5,0.0,2.0,0.0,3.0,1.5,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0
US,2022-03-20,1.5,0.0,3.0,3.5,7.5,1.0,0.0,3.0,29.5,14.0,15.0,8.0,15.0,5.0,19.5,0.0,2.0,0.0,3.5,2.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,13.0
US,2022-03-27,1.5,0.0,3.0,4.5,6.5,0.0,0.0,4.0,27.0,14.0,15.0,6.5,17.5,5.0,18.5,0.0,2.0,0.0,4.0,3.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0
US,2022-04-03,2.0,0.0,3.0,4.0,7.0,0.0,0.0,4.0,27.5,13.0,17.0,6.0,16.0,6.0,18.5,0.0,2.0,0.0,5.0,3.0,0.0,0.0,6.0,1.0,4.0,0.0,0.0,1.0,0.0,8.5
US,2022-04-10,1.5,0.0,3.0,3.5,6.5,0.0,0.0,4.0,25.0,12.0,17.0,5.5,14.5,6.0,17.5,0.0,1.0,0.0,4.0,2.5,0.0,0.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,8.5
US,2022-04-17,2.0,0.0,3.0,4.5,7.0,1.0,0.0,4.0,28.5,14.0,19.0,5.5,16.0,6.0,18.0,0.0,1.0,1.0,5.0,3.5,0.0,0.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,7.5
US,2022-04-24,1.5,0.0,3.0,4.5,6.5,1.0,0.0,5.0,26.0,15.5,22.0,5.5,15.5,7.0,18.5,0.0,2.0,1.0,5.0,3.5,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,6.5
US,2022-05-01,1.5,0.0,3.0,5.0,6.0,1.0,0.0,3.0,18.5,15.0,16.0,5.0,14.0,5.0,17.5,0.0,1.0,0.0,4.5,2.5,0.0,0.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,8.5
US,2022-05-08,1.5,0.0,3.0,4.5,6.0,1.0,0.0,2.0,18.0,16.5,17.0,5.0,14.0,5.0,15.5,0.0,1.0,0.0,5.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,11.5
US,2022-05-15,2.0,0.0,3.0,4.0,6.5,1.0,1.0,2.0,18.0,13.5,15.0,4.0,14.0,5.0,18.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
US,2022-05-22,1.0,0.0,3.0,4.5,6.0,0.0,3.0,1.0,18.5,13.5,16.5,4.0,14.5,4.0,18.0,0.0,1.0,0.0,3.5,1.5,0.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,6.5
US,2022-05-29,1.0,0.0,3.0,4.5,6.0,1.0,2.0,1.0,19.0,11.0,13.5,3.0,15.0,4.0,17.5,0.0,1.0,0.0,2.5,1.5,0.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0
US,2022-06-05,1.0,0.0,3.0,5.0,6.5,1.0,2.0,2.0,24.0,14.0,13.0,2.5,16.0,4.0,18.5,0.0,1.0,0.0,3.0,1.5,0.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,6.5
US,2022-06-12,1.5,0.0,3.0,5.0,6.5,1.0,1.0,2.0,24.5,12.0,14.0,3.0,16.0,4.0,19.0,0.0,1.0,0.0,2.5,1.5,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,6.5
US,2022-06-19,1.0,0.0,3.0,5.0,7.0,1.0,1.0,2.0,26.0,13.0,13.5,2.5,17.0,4.0,18.0,0.0,2.0,0.0,2.0,0.5,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,7.5
US,2022-06-26,1.0,0.0,3.0,5.0,6.5,1.0,1.0,2.0,30.0,13.0,13.5,3.0,18.5,4.0,18.5,0.0,1.0,0.0,2.0,0.5,0.0,0.0,5.0,1.0,4.0,0.0,0.0,1.0,0.0,8.5
US,2022-07-03,1.0,0.0,3.0,5.0,7.0,0.0,1.0,2.0,25.5,12.5,15.0,2.0,16.5,4.0,18.5,0.0,1.0,0.0,2.0,0.5,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,10.0
US,2022-07-10,1.0,0.0,3.0,5.0,7.5,1.0,0.0,2.0,25.0,13.5,15.5,2.5,18.0,4.0,18.5,0.0,1.0,0.0,2.0,1.5,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,9.5
US,2022-07-17,1.0,0.0,3.0,5.5,7.5,1.0,1.0,2.0,24.5,14.5,14.5,2.5,30.0,4.0,18.0,0.0,1.0,0.0,2.5,0.5,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,8.0
US,2022-07-24,1.0,0.0,4.0,5.0,7.5,1.0,0.0,2.0,25.5,12.0,14.5,2.5,24.0,4.0,18.0,0.0,1.0,0.0,2.0,0.5,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,7.5
US,2022-07-31,1.0,0.0,3.0,5.0,7.5,1.0,0.0,2.0,25.0,12.0,15.0,2.0,18.5,4.0,17.0,0.0,2.0,0.0,2.0,0.5,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0
US,2022-08-07,1.0,0.0,3.0,5.5,7.5,1.0,0.0,1.0,27.0,13.0,17.0,2.0,18.5,4.0,18.5,0.0,1.0,0.0,2.0,0.5,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0
US,2022-08-14,1.0,0.0,3.0,5.5,7.5,1.0,0.0,2.0,30.0,13.0,17.5,2.0,21.5,4.0,18.5,0.0,1.0,0.0,2.5,0.5,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0
US,2022-08-21,1.0,0.0,4.0,5.5,7.5,1.0,0.0,2.0,25.0,12.0,15.5,3.0,24.0,4.0,18.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,8.5
US,2022-08-28,1.0,0.0,3.0,5.0,7.5,1.0,0.0,2.0,23.0,14.0,15.5,3.0,22.5,5.0,17.5,0.0,1.0,0.0,3.0,1.5,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0
US,2022-09-04,1.0,0.0,3.0,4.5,7.5,1.0,0.0,2.0,25.0,16.5,18.5,3.0,25.0,5.0,18.0,0.0,1.0,0.0,2.5,1.5,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0
US,2022-09-11,1.0,0.0,3.0,10.0,7.0,1.0,0.0,2.0,31.0,15.0,15.0,3.5,24.0,6.0,17.5,0.0,1.0,0.0,4.5,1.5,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,9.5
US,2022-09-18,1.0,0.0,3.0,13.0,7.0,1.0,0.0,3.0,25.0,13.5,20.0,4.0,26.0,6.0,17.5,0.0,1.0,0.0,7.5,1.5,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,7.5
US,2022-09-25,1.0,0.0,3.0,13.5,6.5,1.0,0.0,2.0,24.5,13.5,18.0,3.5,23.5,5.0,17.5,0.0,1.0,0.0,7.5,1.5,0.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,5.5
US,2022-10-02,1.0,7.0,3.0,13.5,7.0,1.0,0.0,3.0,25.0,15.5,30.0,3.5,26.0,5.0,17.5,0.0,1.0,0.0,7.5,1.5,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0
US,2022-10-09,1.0,11.0,12.0,18.5,7.5,1.0,0.0,3.0,25.5,15.5,24.0,3.5,23.0,5.0,18.0,0.0,1.0,0.0,7.5,1.5,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
US,2022-10-16,1.0,10.0,8.0,16.5,7.5,1.0,0.0,3.0,28.5,14.5,20.0,4.0,26.5,6.0,18.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0
US,2022-10-23,1.0,10.0,8.0,13.0,7.5,1.0,0.0,3.0,29.0,15.0,19.0,3.5,28.5,6.0,17.5,0.0,1.0,0.0,8.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,6.5
US,2022-10-30,1.0,10.0,8.0,14.5,7.0,1.0,0.0,3.0,29.0,14.0,20.0,3.5,27.0,6.0,18.0,0.0,1.0,0.0,7.5,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,6.5
US,2022-11-06,2.5,10.0,11.0,14.0,8.5,1.0,0.0,3.0,26.5,13.5,16.5,3.5,28.0,5.0,19.0,0.0,1.0,0.0,7.5,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0
US,2022-11-13,2.0,9.0,8.0,14.0,8.0,1.0,0.0,3.0,36.0,16.5,19.0,4.5,27.5,8.0,18.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0
US,2022-11-20,2.0,8.0,5.0,18.0,9.0,1.0,0.0,2.0,30.0,9.5,18.0,3.0,22.0,9.0,17.0,0.0,1.0,0.0,6.0,1.5,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0
US,2022-11-27,2.0,8.0,6.0,16.5,8.5,1.0,0.0,4.0,28.5,13.5,17.5,4.0,27.0,6.0,17.0,0.0,1.0,0.0,9.5,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0
US,2022-12-04,1.5,9.0,5.0,21.5,10.0,1.0,1.0,4.0,27.5,16.5,20.0,4.0,27.0,7.0,16.5,0.0,1.0,0.0,10.0,2.5,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0
US,2022-12-11,2.0,9.0,10.0,22.5,11.5,1.0,0.0,4.0,26.0,13.5,16.0,3.5,28.0,6.0,17.0,0.0,1.0,0.0,10.5,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0
US,2022-12-18,1.0,8.0,5.0,21.0,14.0,1.0,0.0,2.0,23.5,10.5,17.0,3.0,23.0,4.0,15.5,0.0,1.0,0.0,5.5,1.5,0.0,0.0,7.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0
US,2022-12-25,1.0,9.0,4.0,20.0,18.0,1.0,0.0,1.0,28.0,8.5,17.0,3.0,29.0,3.0,16.5,0.0,1.0,0.0,4.0,0.5,0.0,0.0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,6.5
US,2023-01-01,1.0,10.0,4.0,19.0,17.5,1.0,0.0,2.0,31.0,12.5,17.0,3.0,33.0,4.0,18.5,0.0,1.0,0.0,6.5,1.5,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,5.5
US,2023-01-08,1.0,10.0,5.0,20.0,17.5,1.0,0.0,2.0,31.5,12.5,15.5,3.5,35.0,5.0,18.0,0.0,1.0,0.0,9.5,2.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,2.0,0.0,5.5
US,2023-01-15,1.0,11.0,7.0,18.5,19.5,1.0,0.0,3.0,28.5,12.5,17.0,3.5,36.0,5.0,18.5,0.0,1.0,0.0,9.0,1.5,0.0,0.0,5.0,0.0,4.0,0.0,0.0,2.0,0.0,5.5
US,2023-01-22,1.0,11.0,4.0,17.0,19.0,1.0,1.0,3.0,33.0,17.0,15.0,4.0,33.5,5.0,19.0,0.0,1.0,0.0,10.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,7.0
US,2023-01-29,1.0,12.0,5.0,15.5,19.0,1.0,0.0,3.0,29.0,16.5,16.0,4.0,33.0,5.0,18.5,0.0,1.0,0.0,9.5,2.0,0.5,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,7.5
US,2023-02-05,1.0,12.0,4.0,15.5,20.5,1.0,0.0,3.0,29.0,19.0,14.5,4.0,31.5,6.0,19.5,0.0,1.0,0.0,9.5,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,8.5
US,2023-02-12,1.0,12.0,4.0,18.0,17.5,1.0,1.0,3.0,28.0,16.0,15.5,3.5,28.5,5.0,19.5,0.0,1.0,0.0,10.0,2.5,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,7.5
US,2023-02-19,1.0,12.0,4.0,15.5,19.0,1.0,0.0,3.0,27.5,13.5,14.5,3.5,32.0,5.0,20.0,0.0,1.0,0.0,9.5,2.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,13.0,0.0,7.0
US,2023-02-26,1.0,12.0,8.0,14.5,19.5,1.0,0.0,3.0,27.0,18.5,14.0,4.0,31.0,6.0,19.0,0.0,1.0,0.0,10.0,2.5,0.0,0.0,5.0,0.0,4.0,0.0,0.0,3.0,0.0,9.0
US,2023-03-05,1.0,12.0,4.0,15.0,11.5,1.0,0.0,3.0,24.5,16.0,18.0,4.0,32.5,6.0,20.5,0.0,2.0,0.0,8.0,2.5,0.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,16.0
US,2023-03-12,1.0,12.0,4.0,17.5,9.5,1.0,0.0,3.0,21.5,14.5,17.0,3.5,32.0,5.0,21.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,14.0
US,2023-03-19,1.0,12.0,4.0,20.0,9.5,1.0,0.0,3.0,19.0,15.5,19.0,3.5,33.0,6.0,21.5,0.0,1.0,0.0,7.5,2.5,0.0,0.0,4.0,0.0,1.0,0.0,0.0,7.0,0.0,9.5
US,2023-03-26,1.0,12.0,4.0,23.5,9.0,1.0,1.0,3.0,26.5,13.5,17.0,3.5,34.0,6.0,21.5,0.0,1.0,0.0,7.5,2.5,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0
US,2023-04-02,1.0,11.0,4.0,21.5,9.0,1.0,1.0,3.0,19.0,13.5,18.5,3.0,33.0,6.0,21.5,0.0,1.0,0.0,7.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,6.5
US,2023-04-09,1.0,12.0,4.0,22.0,10.0,1.0,1.0,3.0,18.0,13.5,16.0,3.5,34.5,6.0,21.0,0.0,1.0,0.0,9.5,2.5,0.0,0.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,7.5
US,2023-04-16,1.0,12.0,4.0,21.0,8.5,1.0,1.0,4.0,20.0,18.5,16.0,4.5,35.0,5.0,21.0,0.0,1.0,1.0,8.0,3.5,0.0,0.0,5.0,0.0,2.0,0.0,0.0,6.0,0.0,6.5
US,2023-04-23,1.0,12.0,4.0,19.5,8.5,1.0,1.0,5.0,18.0,15.5,15.5,4.5,32.5,5.0,20.5,0.0,1.0,1.0,7.5,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,7.5
US,2023-04-30,1.0,12.0,4.0,20.0,9.5,1.0,1.0,5.0,18.5,19.0,18.0,4.5,33.5,8.0,20.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,5.0,0.0,7.5
US,2023-05-07,1.0,12.0,4.0,19.5,8.5,1.0,1.0,5.0,18.5,17.0,16.0,5.0,35.0,7.0,22.5,0.0,1.0,0.0,7.5,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,8.0
US,2023-05-14,1.0,12.0,6.0,19.5,8.5,1.0,1.0,4.0,19.5,14.0,17.5,5.0,35.5,5.0,21.0,0.0,1.0,0.0,7.5,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,14.5
US,2023-05-21,1.0,12.0,4.0,18.5,9.0,1.0,1.0,3.0,20.0,13.5,16.0,3.5,36.0,5.0,21.5,0.0,1.0,0.0,7.0,2.0,0.5,0.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,16.5
US,2023-05-28,1.0,12.0,5.0,19.5,8.5,1.0,1.0,3.0,17.0,11.0,15.5,3.0,36.0,5.0,22.0,0.0,1.0,0.0,6.5,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,16.5
US,2023-06-04,1.0,12.0,4.0,19.0,8.5,1.0,1.0,4.0,17.5,13.0,17.5,3.0,36.0,11.0,21.0,0.0,1.0,0.0,5.5,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,15.0
US,2023-06-11,1.0,12.0,4.0,20.0,9.0,1.0,0.0,3.0,18.0,15.0,14.5,3.0,36.5,15.0,21.5,0.0,1.0,0.0,5.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,18.0
US,2023-06-18,1.0,11.0,4.0,19.5,8.5,1.0,0.0,3.0,18.5,11.5,15.0,6.0,36.5,7.0,21.5,0.0,1.0,0.0,4.5,0.5,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,18.0
US,2023-06-25,1.0,12.0,4.0,19.0,8.5,1.0,1.0,4.0,19.0,12.0,15.0,3.0,39.0,7.0,22.0,0.0,1.0,0.0,5.0,1.5,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0
US,2023-07-02,1.0,12.0,4.0,19.0,8.5,1.0,1.0,3.0,25.5,9.5,16.5,3.0,35.5,5.0,22.0,0.0,1.0,0.0,4.5,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0
US,2023-07-09,1.0,12.0,4.0,19.5,8.5,2.0,0.0,3.0,30.0,11.5,21.0,2.5,39.0,5.0,21.5,0.0,1.0,0.0,4.5,0.5,0.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,10.0
US,2023-07-16,1.0,12.0,4.0,18.0,8.5,1.0,0.0,3.0,31.0,11.0,25.5,2.5,37.5,7.0,21.5,0.0,1.0,0.0,4.5,1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,7.5
US,2023-07-23,1.0,12.0,4.0,20.0,9.5,2.0,0.0,3.0,27.5,11.0,22.0,3.0,36.5,7.0,21.0,0.0,1.0,0.0,4.5,0.5,0.0,3.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0
US,2023-07-30,1.0,11.0,4.0,18.0,9.0,2.0,0.0,3.0,23.5,11.5,19.5,3.0,35.0,6.0,21.5,0.0,1.0,0.0,4.5,0.5,0.5,3.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,14.0
US,2023-08-06,1.0,12.0,5.0,18.0,8.0,1.0,0.0,3.0,22.5,12.0,16.5,3.0,37.5,6.0,21.5,0.0,1.0,0.0,5.0,0.5,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0
US,2023-08-13,1.0,11.0,4.0,19.5,8.0,2.0,0.0,3.0,21.0,11.0,14.5,3.5,37.0,5.0,21.0,0.0,1.0,0.0,5.0,0.5,0.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,10.5
US,2023-08-20,1.0,11.0,4.0,24.5,9.0,2.0,0.0,3.0,20.0,12.0,16.5,3.5,35.5,5.0,21.5,0.0,1.0,0.0,5.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,4.0,0.0,11.5
US,2023-08-27,1.0,10.0,4.0,24.0,8.5,2.0,0.0,3.0,20.0,15.5,13.5,3.0,34.0,5.0,21.0,0.0,1.0,0.0,5.5,1.5,0.0,3.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,9.0
US,2023-09-03,1.0,10.0,4.0,22.0,9.0,2.0,0.0,3.0,18.0,11.5,15.0,3.0,32.5,6.0,21.5,0.0,1.0,0.0,5.5,1.5,0.0,3.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,6.5
US,2023-09-10,1.0,9.0,4.0,21.5,8.5,2.0,0.0,4.0,19.0,22.0,14.5,3.5,33.0,7.0,20.5,0.0,1.0,0.0,7.0,1.5,0.5,4.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,5.5
US,2023-09-17,0.5,10.0,4.0,21.5,8.5,1.0,0.0,4.0,19.0,17.5,14.0,4.0,35.5,10.0,20.0,0.0,1.0,0.0,8.0,1.5,0.0,4.0,4.0,0.0,1.0,0.0,0.0,7.0,0.0,6.0
US,2023-09-24,1.0,10.0,4.0,18.0,8.5,1.0,0.0,4.0,19.0,29.0,14.0,4.0,35.0,12.0,22.0,0.0,1.0,0.0,7.0,2.0,0.5,4.0,4.0,0.0,1.0,0.0,0.0,6.0,0.0,5.5
US,2023-10-01,1.0,10.0,4.0,17.5,9.0,1.0,0.0,4.0,20.5,16.5,17.5,4.5,35.0,8.0,20.5,0.0,1.0,0.0,7.5,2.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,5.5
US,2023-10-08,1.0,9.0,4.0,17.0,9.0,2.0,0.0,4.0,19.0,15.0,17.5,5.0,34.0,6.0,22.0,0.0,1.0,0.0,7.0,1.5,0.0,4.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,6.5
US,2023-10-15,1.0,9.0,4.0,20.5,10.0,1.0,0.0,4.0,19.0,14.5,16.0,6.0,34.5,6.0,23.0,0.0,1.0,0.0,7.5,2.0,0.5,4.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0
US,2023-10-22,1.0,9.0,4.0,21.5,9.5,1.0,1.0,4.0,18.5,14.5,15.5,4.5,33.0,6.0,23.0,0.0,1.0,0.0,7.5,2.0,0.5,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,6.5
US,2023-10-29,0.5,9.0,4.0,18.5,9.5,1.0,0.0,5.0,17.5,16.5,14.5,6.5,32.0,6.0,22.5,0.0,1.0,0.0,7.0,2.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,6.5
US,2023-11-05,0.5,9.0,5.0,15.5,9.5,1.0,0.0,4.0,18.5,21.0,14.0,5.0,33.0,6.0,23.0,0.0,1.0,0.0,8.0,2.0,0.5,3.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,6.5
US,2023-11-12,0.5,8.0,4.0,17.0,9.5,1.0,0.0,5.0,19.0,18.5,14.0,5.0,32.0,6.0,25.0,0.0,1.0,0.0,7.5,2.5,0.5,4.0,4.0,0.0,2.0,0.0,0.0,6.0,0.0,7.0
US,2023-11-19,1.5,8.0,3.0,20.5,10.0,1.0,0.0,3.0,18.0,11.5,14.0,3.0,24.5,5.0,23.0,0.0,1.0,0.0,5.0,1.5,0.5,2.0,5.0,0.0,1.0,0.0,0.0,11.0,0.0,7.0
US,2023-11-26,1.0,8.0,5.0,24.0,9.5,1.0,1.0,5.0,18.5,23.5,15.0,4.0,34.0,6.0,23.0,0.0,1.0,0.0,8.0,2.5,0.0,3.0,4.0,0.0,2.0,0.0,0.0,27.0,0.0,6.5
US,2023-12-03,1.0,8.0,4.0,27.0,9.5,1.0,1.0,5.0,19.0,18.0,15.0,4.0,30.5,7.0,24.0,0.0,1.0,0.0,8.0,2.5,0.5,4.0,4.0,0.0,2.0,0.0,0.0,24.0,0.0,6.0
US,2023-12-10,1.0,8.0,4.0,14.0,9.5,1.0,0.0,3.0,17.0,13.0,12.5,4.0,29.5,6.0,23.0,0.0,1.0,0.0,8.0,2.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,7.0,0.0,5.0
US,2023-12-17,1.0,8.0,4.0,17.0,10.0,1.0,0.0,2.0,17.0,11.0,12.5,3.0,25.0,5.0,21.0,0.0,1.0,0.0,5.0,1.5,0.5,3.0,5.0,0.0,1.0,0.0,0.0,7.0,0.0,6.5
US,2023-12-24,0.5,8.0,3.0,28.5,10.0,1.0,0.0,1.0,19.0,7.5,18.5,3.0,26.5,4.0,23.5,0.0,1.0,0.0,2.5,0.5,0.0,2.0,5.0,0.0,1.0,0.0,0.0,7.0,0.0,8.0
